t,x(t)
244,1.571947406520373,5.055626021720707
245,1.562991725394294,5.062786062977528
246,1.553484511960249,5.068652761167493
247,1.543453188100494,5.073194218471043
248,1.5329295900419546,5.07638656624009
249,1.5219467177096055,5.078208427493586
250,1.5105392615486861,5.0786420872956235
251,1.4987452379504904,5.077678456346933
252,1.4866031289526243,5.075309878607194
253,1.4741533313106883,5.071534973443831
254,1.4614380455363054,5.066359838639854
255,1.4484997262631187,5.059791784783299
256,1.435382211785019,5.051846580313486
257,1.4221298562734408,5.0425451959528145
258,1.4087871867017705,5.031910586208083
259,1.3953989275193048,5.0199749385941725
260,1.382009648839602,5.00677324886057
261,1.3686636523931248,4.9923442428000095
262,1.355404307809481,4.976733849003997
263,1.3422746059877937,4.959989771261527
264,1.3293159739587372,4.942165778823413
265,1.3165690360017315,4.923318091715705
266,1.3040727794247182,4.903506917936256
267,1.2918644921787117,4.882795891103347
268,1.2799802381228058,4.861250628304935
269,1.268453381135873,4.838940375180749
270,1.2573163738116306,4.81593536339081
271,1.2465985670859587,4.792308527257834
272,1.2363280301338793,4.768133665015859
273,1.2265302286883795,4.743485847335493
274,1.2172283836219673,4.718440902166761
275,1.2084440488633867,4.693074935384151
276,1.2001956344132607,4.667464144304773
277,1.1925005144408425,4.6416845979891175
278,1.1853727591333127,4.615811513200653
279,1.1788252382987234,4.58991962674159
280,1.1728682505017767,4.5640822792833555
281,1.1675101670982118,4.53837151390722
282,1.1627578224418864,4.512858089971698
283,1.1586155046977202,4.4876102957517965
284,1.1550866517654077,4.462695452368413
285,1.1521721475922508,4.438177589869451
286,1.1498720991797353,4.4141196326408645
287,1.148184668146931,4.390581290609718
288,1.1471063581570788,4.367619181643523
289,1.1466334351745655,4.345289471624716
290,1.1467601361434103,4.323643850147727
291,1.1474794798068346,4.302730894861253
292,1.1487843152625297,4.282598733777102
293,1.150665895999546,4.263290800648158
294,1.1531145459664565,4.244847404168876
295,1.1561204567701338,4.227308388853693
296,1.159672593671999,4.210708893677737
297,1.1637592227827478,4.195081038073557
298,1.1683685085476219,4.1804564802273445
299,1.1734876761126627,4.166862318532982
300,1.1791034182306934,4.154322815868417
301,1.1852023483852783,4.142861788641249
302,1.1917703363081917,4.132498736341824
303,1.1987928231204814,4.123250546557505
304,1.2062551844143274,4.115133682842574
305,1.2141421582133856,4.108160584476351
306,1.2224381009839467,4.102341311202718
307,1.231127308747048,4.097685523820726
308,1.240193463793419,4.094199154695295
309,1.2496198662545999,4.091885972596408
310,1.2593897555678002,4.090749382591402
311,1.2694857109030657,4.090789320140992
312,1.279889879082175,4.0920036796946215
313,1.290584349538225,4.09439007160029
314,1.3015504814567473,4.097942952375825
315,1.3127690860589543,4.102654669010361
316,1.3242209170722663,4.108517344738789
317,1.3358859223540152,4.11552025499167
318,1.347743353697874,4.123650443147135
319,1.3597724014790717,4.132894760839694
320,1.3719513820765874,4.143237442167861
321,1.3842577533780542,4.154660317073921
322,1.3966689048322685,4.167145032978425
323,1.4091613118114221,4.180670784652289
324,1.4217104366833504,4.195214131301482
325,1.4342916635582674,4.210751437333923
326,1.4468794669416856,4.227256732167756
327,1.4594471918661618,4.244701118578801
328,1.4719680938603315,4.263055470518208
329,1.4844145783703449,4.2822884194524455
330,1.4967578800826844,4.302365331137146
331,1.508969135345434,4.323251285823417
332,1.5210187490782812,4.344909212371645
333,1.5328760315623642,4.36729841418851
334,1.544510198991378,4.390377849371006
335,1.5558899472869379,4.414104667044718
336,1.5669830177829276,4.4384314495648
337,1.5777570496483195,4.463310115035365
338,1.5881795701885404,4.488692165948761
339,1.5982175435267632,4.5145245520091954
340,1.607837885585017,4.540751413406063
341,1.6170075207439787,4.567316846330744
342,1.6256933001410028,4.594163118961583
343,1.6338627036165256,4.621227488130761
344,1.6414834755130077,4.6484463602098876
345,1.648523353411071,4.675755914107803
346,1.654951184087869,4.703088648467739
347,1.6607374583933527,4.730374104637724
348,1.66585276923025,4.7575417423796
349,1.670268215873018,4.784519956293849
350,1.6739583877947615,4.811233544017032
351,1.6768991639746282,4.83760659989288
352,1.679066543191675,4.863563116907199
353,1.6804397130613016,4.889025402507701
354,1.681001182639,4.913914843981871
355,1.680733968034079,4.9381527839302235
356,1.679625399640316,4.961660316932349
357,1.6776655986051459,4.9843587853852
358,1.6748460570242798,5.006169698068023
359,1.6711641124641388,5.027016165770194
360,1.666618737663152,5.046821958479795
361,1.6612121461881362,5.065512262392123
362,1.6549524313252366,5.083015640601113
363,1.647848639831594,5.099261289038101
364,1.6399152330097155,5.1141824770772
365,1.631171068949103,5.127716394771774
366,1.6216363178358115,5.139801453781737
367,1.6113378344103553,5.150383390047056
368,1.6003048254086993,5.159410951793372
369,1.5885691520404641,5.16683637520811
370,1.5761686846248384,5.1726211697720075
371,1.5631422927176313,5.176728602031948
372,1.5495327918929664,5.179129342694903
373,1.535386864530069,5.179802600730047
374,1.5207520028485082,5.178729627425369
375,1.505679568970195,5.175902390327872
376,1.4902223301544781,5.171317600746681
377,1.474434980514841,5.164979842658078
378,1.4583736751940601,5.15690087832316
379,1.4420954452971946,5.1470984213817195
380,1.4256582559588753,5.135599220541145
381,1.409120272823688,5.122434243659498
382,1.3925396524173144,5.107644318320996
383,1.3759743611505464,5.091273705280637
384,1.3594813465304165,5.0733758059112954
385,1.343116920022647,5.054007782503377
386,1.3269356727001103,5.033233962619141
387,1.310990806424401,5.011123275204929
388,1.2953336107387416,4.987749461398674
389,1.2800129342190127,4.963191402152564
390,1.265075908945216,4.9375308191471
391,1.2505661554688121,4.9108542967935875
392,1.2365257766626485,4.883250075218471
393,1.2229928303258102,4.854810022985034
394,1.2100036115721615,4.825627201499703
395,1.197590309530501,4.795796733343857
396,1.1857831656115585,4.76541440830709
397,1.1746083719676979,4.734576711746257
398,1.1640900149863083,4.703380208875137
399,1.1542483914851274,4.67192096516912
400,1.1451015477699045,4.64029448152814
401,1.1366641440965841,4.608594812334751
402,1.128948485369965,4.576914739114934
403,1.1219639762958875,4.545344927190901
404,1.115717624546501,4.513974017624162
405,1.1102140472106024,4.482888134107576
406,1.105455500655947,4.4521706213547345
407,1.1014423372384665,4.421902135580361
408,1.098172686279852,4.392159891158782
409,1.095643307991973,4.363018650176045
410,1.0938483799995558,4.334547855182872
411,1.092781674497452,4.306816054060587
412,1.0924350778005822,4.27988706613345
413,1.092798804279779,4.25381985171697
414,1.0938628386189901,4.228672627012275
415,1.095615522110018,4.204497754570488
416,1.0980443124603387,4.181343922342555
417,1.101136420624496,4.15925871462379
418,1.104877807651063,4.138283351305493
419,1.1092540410529645,4.118456661870113
420,1.1142504123837194,4.099815715934878
421,1.1198513799516734,4.082391455406918
422,1.1260412495520782,4.066213471968813
423,1.1328040498929206,4.05130881102925
424,1.1401232972093585,4.037699264773285
425,1.1479824465305242,4.0254058913010535
426,1.156364685040439,4.014446531945917
427,1.1652528664602535,4.004834951124058
428,1.1746298076080557,3.99658441940127
429,1.1844780244230144,3.989704563347624
430,1.194779767637256,3.984202124408968
431,1.2055172440358606,3.980083332834777
432,1.2166722408484765,3.9773506002560763
433,1.2282262798435775,3.9760043500408204
434,1.2401608160853037,3.976044473995418
435,1.2524567011080256,3.9774672002342344
436,1.2650944607128258,3.980267170632821
437,1.2780545113332615,3.984438470492074
438,1.2913164204398644,3.9899717424606527
439,1.3048593596944695,3.996856301942529
440,1.3186623259973196,4.005080859839509
441,1.332703174993115,4.014630791827594
442,1.3469593079944513,4.025490324682851
443,1.3614078622399368,4.037643003283909
444,1.3760245269057672,4.05106901535675
445,1.39078450153753,4.06574751584386
446,1.405662610539,4.081656858864101
447,1.4206319486540677,4.098771890482543
448,1.4356651155351823,4.117066497378127
449,1.450734209500237,4.13651359168441
450,1.465809387007056,4.157082311976628
451,1.4808603355010992,4.178740885943211
452,1.49585611448361,4.2014563274394705
453,1.510763746058797,4.225191527991918
454,1.525549841064146,4.249908512568944
455,1.5401804019784617,4.275568093376655
456,1.5546192000086834,4.302125908071441
457,1.5688295226567426,4.329536371514839
458,1.5827745299016196,4.3577536510133905
459,1.5964156491456205,4.386727233920241
460,1.6097130868050233,4.416402448257325
461,1.6226270261332596,4.4467244785123565
462,1.6351171186848366,4.477636822048117
463,1.6471417341132364,4.509076273774218
464,1.658659112575227,4.5409779677964455
465,1.6696274332160168,4.573276863750792
466,1.680004502531082,4.60590316051759
467,1.6897484482314395,4.63878183943454
468,1.6988174768496063,4.671837615771916
469,1.7071698219116014,4.70499384128231
470,1.7147653476766795,4.738167234731778
471,1.7215649133577542,4.77127250881835
472,1.7275293707189836,4.804224274282758
473,1.732621329638534,4.836933502908746
474,1.7368072519984714,4.8693067397167775
475,1.740054044088287,4.901250275332383
476,1.7423291721189864,4.932669618868965
477,1.7436060410261043,4.963466569552496
478,1.7438613913381482,4.993542039386184
479,1.7430720024116726,5.022796905056508
480,1.7412184474142127,5.051130947025157
481,1.7382899812585195,5.0784441148759205
482,1.7342770337720048,5.104636688609346
483,1.7291708617725174,5.129608855326492
484,1.7229723890139892,5.153263368760703
485,1.7156887454850231,5.175506069617899
486,1.7073272008940943,5.196242913150211
487,1.6979006635043417,5.215382988271106
488,1.687431411559825,5.23284187965783
489,1.6759431043652773,5.248536533015161
490,1.6634670836281207,5.262391182033965
491,1.6500391383009108,5.274334878761194
492,1.6356991899575635,5.284301603954061
493,1.6204945399508444,5.292235444814191
494,1.604474345455171,5.298083335263157
495,1.5876947563424866,5.301804381696197
496,1.5702147912858453,5.303363438538023
497,1.5520971958195928,5.3027337436218875
498,1.5334093374062387,5.2999007835233725
499,1.5142198699912117,5.294854004088358
500,1.4946015081864263,5.287598156620569
501,1.4746280502602769,5.27814331658649
502,1.4543750192952136,5.266510516165401
503,1.4339190741763266,5.252732313538754
504,1.4133371148799911,5.236846096757136
505,1.3927058719270136,5.21890427273481
506,1.3721017526205423,5.198963364131501
507,1.3515997235876753,5.177091009203599
508,1.3312732009192798,5.153362783253175
509,1.3111938715191354,5.127860509581966
510,1.2914300806351935,5.100675607125902
511,1.2720486443198458,5.071902927010267
512,1.2531114966936037,5.041646234741207
513,1.2346787651449451,5.010011954835847
514,1.2168054119830665,4.977112645886036
515,1.1995432871253686,4.943063861411194
516,1.1829400662198573,4.907984182597924
517,1.1670384654998298,4.871994958759071
518,1.1518784396498323,4.835218541207497
519,1.1374936388127932,4.797778620736471
520,1.1239156663906993,4.759798986186097
521,1.1111699106823363,4.721402813778906
522,1.0992791870886272,4.682712646252673
523,1.0882615514593394,4.643849084910678
524,1.0781312735575246,4.604930670625796
525,1.068899673408398,4.566073792946631
526,1.0605734961523294,4.527390865385683
527,1.0531576210760627,4.488992297561486
528,1.046652512767951,4.450983020101333
529,1.0410571768828105,4.413465842930559
530,1.036366971914061,4.376537467325238
531,1.0325757386902212,4.3402916999471355
532,1.0296747591704871,4.304816662711203
533,1.02765360864786,4.270196236554734
534,1.0265003100969405,4.236509738383956
535,1.0262011507301227,4.203830784454017
536,1.0267415710838999,4.172229673801004
537,1.0281054994970418,4.141769983402222
538,1.0302763909145023,4.112512765321102
539,1.0332366041518577,4.0845122216205745
540,1.0369681628723564,4.057820006113428
541,1.0414524589014114,4.032481785832715
542,1.0466706109870378,4.008540062227174
543,1.052603465121219,3.9860327666830724
544,1.0592316564469184,3.964992873466052
545,1.0665357860211697,3.9454520666899184
546,1.0744963764171316,3.9274357064862158
547,1.0830939584816022,3.910966795152008
548,1.0923090885819329,3.89606601896445
549,1.1021224142390156,3.882748645304653
550,1.1125146066479425,3.871029018707381
551,1.1234664190469557,3.860917963125842
552,1.1349586686095499,3.852422775694491
553,1.1469721866134346,3.845550034786818
554,1.1594878097154886,3.8403023028288743
555,1.1724863397753482,3.836680412445345
556,1.1859485429483856,3.8346838977379556
557,1.1998549504034302,3.8343087354450804
558,1.2141860229659749,3.835550231746197
559,1.228921947536285,3.8384015839840058
560,1.2440424513301445,3.8428535022715833
561,1.2595271627902418,3.8488962534491784
562,1.2753549671184237,3.856517432644719
563,1.2915042606334104,3.8657032377182396
564,1.3079532306385906,3.8764392336303284
565,1.324678595253584,3.8887077990934333
566,1.3416565855621414,3.9024903963098767
567,1.3588632977303154,3.917768205562127
568,1.3762729996162553,3.93451928000846
569,1.3938586803203639,3.9527197284119975
570,1.4115932867236767,3.9723455999884028
571,1.4294483160870584,3.993370800699942
572,1.4473928246119494,4.015765757465922
573,1.4653956377734012,4.0395005813969656
574,1.483424846697791,4.064544366458271
575,1.5014453097370029,4.090861565864139
576,1.5194210024058687,4.118415328039605
577,1.5373156736640379,4.147168496619953
578,1.5550901300416524,4.17707940755459
579,1.572703123781884,4.208102994468479
580,1.5901133394226794,4.240194082977744
581,1.6072776084544738,4.273304331047721
582,1.6241497048827611,4.307379396061852
583,1.640683117129949,4.3423642742881245
584,1.6568305858194337,4.378202500308978
585,1.672541814998154,4.414830033298038
586,1.687765754188759,4.4521804071065105
587,1.7024511662168882,4.490186748937079
588,1.7165449389122296,4.528775435973783
589,1.7299929911760266,4.567867300897937
590,1.7427412236742097,4.607382966075914
591,1.7547349403429184,4.647238624903145
592,1.7659193387002907,4.6873425800386395
593,1.7762397447812703,4.727602318674365
594,1.785641664963937,4.767922078278353
595,1.7940724014533616,4.808197997491677
596,1.801479765857694,4.8483249739416205
597,1.8078123090508214,4.888195459713683
598,1.8130228174005567,4.927694408831039
599,1.8170653409209525,4.966705356189951
600,1.8198950378441905,5.005110212631181
601,1.8214740107948657,5.042785073250902
602,1.8217668578574937,5.0796048119825885
603,1.8207398278536395,5.115443403249894
604,1.818368043408437,5.150171854218424
605,1.8146296231233838,5.18366087604695
606,1.8095078442612098,5.215780870045262
607,1.802995090955197,5.246402987201409
608,1.7950858704674773,5.275398743508147
609,1.785785354845399,5.302642793091759
610,1.7751043131149407,5.32801214823124
611,1.7630589843874533,5.351386496393515
612,1.7496775077345872,5.37265303486244
613,1.734990550268776,5.391700822604424
614,1.7190397916530527,5.40842834989193
615,1.7018740130504177,5.422741312127883
616,1.6835464480496625,5.434550302221247
617,1.6641221059702378,5.443781332247665
618,1.6436685245062022,5.450364221485618
619,1.6222616441248914,5.4542429378413795
620,1.599983881924426,5.455374397495591
621,1.5769202627456949,5.4537212483214965
622,1.553163686380607,5.449267468666364
623,1.5288087866791562,5.442002970505569
624,1.503954023743602,5.431932972908489
625,1.4787008869362912,5.419079832885362
626,1.45315155117576,5.403471153023386
627,1.4274096018849236,5.385156784966897
628,1.4015785119402524,5.36419397062047
629,1.3757610549432513,5.340652546504086
630,1.3500576768720023,5.314619619590847
631,1.3245680293019466,5.286186241275711
632,1.299386928319904,5.2554609739701235
633,1.274606485000471,5.222559408943831
634,1.2503153598953107,5.18760476627015
635,1.226594832142538,5.150732838325505
636,1.2035244617816991,5.112081739534597
637,1.1811754364394798,5.071798914818938
638,1.1596138155541846,5.03003609391071
639,1.1389013385918165,4.986947828986732
640,1.1190908850864896,4.942693090848115
641,1.1002316479409664,4.897431788608085
642,1.0823643234877813,4.8513249776789715
643,1.0655258871430335,4.804533612643071
644,1.0497450517659543,4.75721718771359
645,1.0350469881139905,4.709534005579803
646,1.0214493550951083,4.661638616752144
647,1.0089663925321155,4.613683344894034
648,0.9976058732476047,4.565815077167537
649,0.9873722862571566,4.518177410621826
650,0.9782648655037706,4.470907438857812
651,0.9702797528831429,4.424137884226436
652,0.9634090484972632,4.377994518443738
653,0.957642043180802,4.332597687177499
654,0.9529650997247326,4.288060848944243
655,0.9493621668492904,4.244491128027123
656,0.946815210329516,4.20198921528025
657,0.9453041145309338,4.160648088483554
658,0.9448078202121986,4.120556426675265
659,0.9453034912617578,4.081793178162658
660,0.9467678651967988,4.044434282871136
661,0.9491766610695904,4.008546380978379
662,0.9525052884945734,3.974192150410441
663,0.956728851008751,3.941427462544758
664,0.9618223266912542,3.9103022018487983
665,0.9677607376100053,3.8808622731996256
666,0.9745193390331022,3.853146205352137
667,0.9820735242069435,3.8271901796778764
668,0.9903992311308785,3.8030233163862053
669,0.9994726413897935,3.78067225617481
670,1.0092705375155209,3.760158465103407
671,1.0197701719672876,3.7414998024682102
672,1.0309492380469607,3.7247111251808045
673,1.0427861220740255,3.709802814711519
674,1.0552594447110066,3.6967838502176824
675,1.068348630111559,3.685658361825021
676,1.0820333330445029,3.676429085526379
677,1.0962935108115937,3.6690969435890963
678,1.1111097048886804,3.663658770309133
679,1.1264625245694146,3.660110815039522
680,1.1423327836319412,3.6584473925126795
681,1.1587014305611465,3.6586598933434837
682,1.1755494100163228,3.6607393912287565
683,1.1928575690509613,3.664675002973862
684,1.2106064336632532,3.6704538005310514
685,1.2287764774091572,3.6780626206267297
686,1.247347548512643,3.6874863232651927
687,1.2662988182987391,3.698708310339091
688,1.2856093209130293,3.711711714479
689,1.3052567459648161,3.726477574796529
690,1.3252179178156969,3.742985833490573
691,1.3454693271544897,3.761216020457804
692,1.365985301256345,3.7811452850563945
693,1.3867392976958341,3.8027499082883445
694,1.4077040520621142,3.8260054513537938
695,1.428849373813452,3.8508846366267564
696,1.4501443387330168,3.877359491158966
697,1.4715566637383908,3.9054007432023803
698,1.4930506242713775,3.9349757404770984
699,1.5145899325869132,3.9660512693548555
700,1.5361361037538717,3.998591872724456
701,1.5576470574196626,4.032558212999082
702,1.579080265210325,4.0679104581148495
703,1.6003900949062406,4.104605166703581
704,1.621527565532778,4.142594702223031
705,1.6424432396189173,4.181830851851578
706,1.6630838186392751,4.222260037247127
707,1.6833932623603638,4.263824483132378
708,1.7033149152941836,4.306465478434034
709,1.7227879367503176,4.350116965252542
710,1.7417495858234393,4.394709066711095
711,1.7601362507065539,4.440170180420093
712,1.7778805366442796,4.486419487700957
713,1.794914026389152,4.53337306946645
714,1.8111672651182735,4.58094393234125
715,1.8265683324063031,4.629034621453342
716,1.8410449733434346,4.677545438079606
717,1.854524220781596,4.726371775740689
718,1.8669327384733407,4.7753984196653985
719,1.8781972755189464,4.824508625170939
720,1.88824515917819,4.873578857004554
721,1.8970058091455573,4.922476086898348
722,1.9044089787320235,4.97106616358579
723,1.9103876086274743,5.019206905133764
724,1.9148789913179918,5.066748897246276
725,1.9178210886180254,5.113541667172964
726,1.919159014167285,5.159426976956372
727,1.918843708473885,5.20424232676509
728,1.9168280047238262,5.24782402890126
729,1.9130760249171312,5.2900032991322155
