t,x(t)
841,-3.1667455075451008
842,-3.172638199836833
843,-3.1782245141997896
844,-3.1835032997039368
845,-3.188473405419242
846,-3.1931336804156722
847,-3.1974829737631927
848,-3.201520134674664
849,-3.2052441125394147
850,-3.2086540188490047
851,-3.211748961196586
852,-3.2145280471753113
853,-3.2169903843783323
854,-3.2191350803988015
855,-3.22096124282987
856,-3.22246798033772
857,-3.223654483803072
858,-3.2245200824394202
859,-3.2250641186891715
860,-3.225285934994734
861,-3.225184873798514
862,-3.2247602775429187
863,-3.224011488670356
864,-3.222937857339588
865,-3.2215388611966427
866,-3.219814082417756
867,-3.2177631062544156
868,-3.21538551795811
869,-3.2126809027803267
870,-3.2096488459725534
871,-3.2062889327862787
872,-3.2026007735925024
873,-3.1985841393987666
874,-3.1942388643990096
875,-3.189564782936101
876,-3.1845617293529096
877,-3.179229537992305
878,-3.173568043197155
879,-3.1675770793771187
880,-3.16125653967294
881,-3.1546064832600607
882,-3.147626998429763
883,-3.1403181734733283
884,-3.1326800966820376
885,-3.1247128563471716
886,-3.116416540760012
887,-3.1077912407239685
888,-3.098837151847637
889,-3.089554610134278
890,-3.07994396140703
891,-3.0700055514890328
892,-3.059739726203425
893,-3.049146831373346
894,-3.0382272128219348
895,-3.026981228742429
896,-3.015409385295586
897,-3.0035122861156265
898,-2.9912905365537705
899,-2.9787447419612376
900,-2.965875507689249
901,-2.9526834390890238
902,-2.939169141511783
903,-2.925333299607918
904,-2.91117674493909
905,-2.896700280406555
906,-2.88190470861879
907,-2.866790849694991
908,-2.851359612880284
909,-2.8356119357043927
910,-2.8195487557085577
911,-2.8031710271388026
912,-2.7864797926087768
913,-2.769476123843193
914,-2.7521610925845716
915,-2.7345357866976303
916,-2.716601381796734
917,-2.69835908320591
918,-2.679810096272853
919,-2.660955641844955
920,-2.6417970277587166
921,-2.6223355921770786
922,-2.6025726732941385
923,-2.582509624122662
924,-2.562147883602523
925,-2.5414889215695173
926,-2.520534207899986
927,-2.49928522666255
928,-2.477743546737504
929,-2.455910768373521
930,-2.4337884918697994
931,-2.4113783310677945
932,-2.3886819833231856
933,-2.365701177796893
934,-2.342437643712143
935,-2.3188931231792287
936,-2.295069440344112
937,-2.270968451521111
938,-2.2465920131001353
939,-2.221941990726311
940,-2.19702033220558
941,-2.1718290264324343
942,-2.1463700625435855
943,-2.1206454305994655
944,-2.094657172500581
945,-2.0684074084934085
946,-2.041898265333818
947,-2.0151318697776652
948,-1.988110362265332
949,-1.9608359700935958
950,-1.9333109545217826
951,-1.905537576887493
952,-1.8775180994935035
953,-1.8492548350109441
954,-1.820750170108386
955,-1.7920064973646601
956,-1.7630262093585825
