t,x(t)
1073,-7.3766603922659675
1074,-7.605471460648945
1075,-7.8449972019316565
1076,-8.093809178283063
1077,-8.350229514838917
1078,-8.612307473803039
1079,-8.877800773053051
1080,-9.144160766239214
1081,-9.408532878847641
1082,-9.667772286046759
1083,-9.918471886279418
1084,-10.157006444770255
1085,-10.379597663364974
1086,-10.582401601720376
1087,-10.761611939927414
1088,-10.913579337196758
1089,-11.034941425314022
1090,-11.122756477249009
1091,-11.174632685083473
1092,-11.188845304628002
1093,-11.16442550128717
1094,-11.10122897880045
1095,-10.999961349594487
1096,-10.862167047319543
1097,-10.6901784333227
1098,-10.487030281163646
1099,-10.256345387232908
1100,-10.002199626568313
1101,-9.728975842125402
1102,-9.441216016416856
1103,-9.143480142142618
1104,-8.840218954419766
1105,-8.53566627431112
1106,-8.233753495025155
1107,-7.938046861681567
1108,-7.651709653642928
1109,-7.377479093057936
1110,-7.117668554029346
1111,-6.874180243956267
1112,-6.648528683944148
1113,-6.4418761673175355
1114,-6.255068725263013
1115,-6.088677759018734
1116,-5.9430414474976105
1117,-5.818304976770249
1118,-5.714458470171024
1119,-5.63137185479557
1120,-5.568825388905174
1121,-5.5265372364314675
1122,-5.5041858301312665
1123,-5.501428402987435
1124,-5.517915255084874
1125,-5.55330000264254
1126,-5.607245926949811
1127,-5.679428547066733
1128,-5.769534599428702
1129,-5.877257508857038
1130,-6.002289184432331
1131,-6.144308213634123
1132,-6.302966482274356
1133,-6.477869231383067
1134,-6.668552622096761
1135,-6.874461685511066
1136,-7.094923184600474
1137,-7.329108274086488
1138,-7.576004253644554
1139,-7.83438536001213
1140,-8.102771730855455
1141,-8.379391425484785
1142,-8.66216208155306
1143,-8.948668234829285
1144,-9.236130691787778
1145,-9.521411719001522
1146,-9.801039255011165
1147,-10.071219911152124
1148,-10.327901330410567
1149,-10.566847045094692
1150,-10.783737220574896
1151,-10.974292920997952
1152,-11.134418432110225
1153,-11.260356455886301
1154,-11.348848438092555
1155,-11.397280685282722
1156,-11.40383078949597
1157,-11.36756626438983
1158,-11.288514661269254
1159,-11.167686816355461
1160,-11.007053069342373
1161,-10.809472025151234
1162,-10.578576230623673
1163,-10.318628293756811
1164,-10.034355183516029
1165,-9.730771911735998
1166,-9.413007946776878
1167,-9.086145965559433
1168,-8.755081659725079
1169,-8.424407084442857
1170,-8.098323111250686
1171,-7.780581351713342
1172,-7.474447726331762
1173,-7.182696496631426
1174,-6.907615830369575
1175,-6.651036265773361
1176,-6.414363775851669
1177,-6.198625637377024
1178,-6.00451631794785
1179,-5.832447670254552
1180,-5.68259675480534
1181,-5.554951885968409
1182,-5.44935505889128
1183,-5.36554012557376
1184,-5.303166284229059
1185,-5.261846732033895
1186,-5.241172288332522
1187,-5.24073076765068
1188,-5.26012119688862
1189,-5.298963911210784
1190,-5.356906625605735
1191,-5.433626705806157
1192,-5.528829510275941
1193,-5.6422429095100695
1194,-5.773608414104226
1195,-5.9226683569186145
1196,-6.089151379842284
1197,-6.272749223813466
1198,-6.473095891352123
1199,-6.689743196771529
1200,-6.922119888232049
1201,-7.1695053142388
1202,-7.4309956047299135
1203,-7.7054515966667605
1204,-7.9914645606980175
1205,-8.287314430030552
1206,-8.590931508380542
1207,-8.899863039424236
1208,-9.211246325657244
1209,-9.521793510279224
1210,-9.827798001040572
1211,-10.125159516125608
1212,-10.409435339384876
1213,-10.675912201608213
1214,-10.919718981583122
1215,-11.135962894180082
1216,-11.319892703822608
1217,-11.467081252842481
1218,-11.573617242605815
1219,-11.636294490327467
1220,-11.652779836963868
1221,-11.62175773606339
1222,-11.543019473267588
1223,-11.417504197736895
1224,-11.247280163618942
1225,-11.035468340019431
1226,-10.78611139228592
1227,-10.503999458109403
1228,-10.194475114263284
1229,-9.863220603570694
1230,-9.516048840726583
1231,-9.158710949312772
1232,-8.79672721164825
1233,-8.435252853057223
1234,-8.078973935203111
1235,-7.7320428278211795
1236,-7.398041107458572
1237,-7.079973662500982
1238,-6.78028416527109
1239,-6.500887957513618
1240,-6.243218656494687
1241,-6.008282047351813
1242,-5.796713187468774
